src,dest,EdgeType
0,2121,Gene-Epi-Gene-Geno
1,2122,Gene-Epi-Gene-Geno
2,2123,Gene-Epi-Gene-Geno
3,2124,Gene-Epi-Gene-Geno
4,2125,Gene-Epi-Gene-Geno
5,2126,Gene-Epi-Gene-Geno
6,2127,Gene-Epi-Gene-Geno
7,2128,Gene-Epi-Gene-Geno
8,2129,Gene-Epi-Gene-Geno
9,2130,Gene-Epi-Gene-Geno
10,2131,Gene-Epi-Gene-Geno
11,2132,Gene-Epi-Gene-Geno
12,2133,Gene-Epi-Gene-Geno
13,2134,Gene-Epi-Gene-Geno
14,2135,Gene-Epi-Gene-Geno
15,2136,Gene-Epi-Gene-Geno
16,2137,Gene-Epi-Gene-Geno
17,2138,Gene-Epi-Gene-Geno
18,2139,Gene-Epi-Gene-Geno
19,2140,Gene-Epi-Gene-Geno
20,2141,Gene-Epi-Gene-Geno
21,2142,Gene-Epi-Gene-Geno
22,2143,Gene-Epi-Gene-Geno
23,2144,Gene-Epi-Gene-Geno
24,2145,Gene-Epi-Gene-Geno
25,2146,Gene-Epi-Gene-Geno
26,2147,Gene-Epi-Gene-Geno
27,2148,Gene-Epi-Gene-Geno
28,2149,Gene-Epi-Gene-Geno
29,2150,Gene-Epi-Gene-Geno
30,2151,Gene-Epi-Gene-Geno
31,2152,Gene-Epi-Gene-Geno
32,2153,Gene-Epi-Gene-Geno
33,2154,Gene-Epi-Gene-Geno
34,2155,Gene-Epi-Gene-Geno
35,2156,Gene-Epi-Gene-Geno
36,2157,Gene-Epi-Gene-Geno
37,2158,Gene-Epi-Gene-Geno
38,2159,Gene-Epi-Gene-Geno
39,2160,Gene-Epi-Gene-Geno
40,2161,Gene-Epi-Gene-Geno
41,2162,Gene-Epi-Gene-Geno
42,2163,Gene-Epi-Gene-Geno
43,2164,Gene-Epi-Gene-Geno
44,2165,Gene-Epi-Gene-Geno
45,2166,Gene-Epi-Gene-Geno
46,2167,Gene-Epi-Gene-Geno
47,2168,Gene-Epi-Gene-Geno
48,2169,Gene-Epi-Gene-Geno
49,2170,Gene-Epi-Gene-Geno
50,2171,Gene-Epi-Gene-Geno
51,2172,Gene-Epi-Gene-Geno
52,2173,Gene-Epi-Gene-Geno
53,2174,Gene-Epi-Gene-Geno
54,2175,Gene-Epi-Gene-Geno
55,2176,Gene-Epi-Gene-Geno
56,2177,Gene-Epi-Gene-Geno
57,2178,Gene-Epi-Gene-Geno
58,2179,Gene-Epi-Gene-Geno
59,2180,Gene-Epi-Gene-Geno
60,2181,Gene-Epi-Gene-Geno
61,2182,Gene-Epi-Gene-Geno
62,2183,Gene-Epi-Gene-Geno
63,2184,Gene-Epi-Gene-Geno
64,2185,Gene-Epi-Gene-Geno
65,2186,Gene-Epi-Gene-Geno
66,2187,Gene-Epi-Gene-Geno
67,2188,Gene-Epi-Gene-Geno
68,2189,Gene-Epi-Gene-Geno
69,2190,Gene-Epi-Gene-Geno
70,2191,Gene-Epi-Gene-Geno
71,2192,Gene-Epi-Gene-Geno
72,2193,Gene-Epi-Gene-Geno
73,2194,Gene-Epi-Gene-Geno
74,2195,Gene-Epi-Gene-Geno
75,2196,Gene-Epi-Gene-Geno
76,2197,Gene-Epi-Gene-Geno
77,2198,Gene-Epi-Gene-Geno
78,2199,Gene-Epi-Gene-Geno
79,2200,Gene-Epi-Gene-Geno
80,2201,Gene-Epi-Gene-Geno
81,2202,Gene-Epi-Gene-Geno
82,2203,Gene-Epi-Gene-Geno
83,2204,Gene-Epi-Gene-Geno
84,2205,Gene-Epi-Gene-Geno
85,2206,Gene-Epi-Gene-Geno
86,2207,Gene-Epi-Gene-Geno
87,2208,Gene-Epi-Gene-Geno
88,2209,Gene-Epi-Gene-Geno
89,2210,Gene-Epi-Gene-Geno
90,2211,Gene-Epi-Gene-Geno
91,2212,Gene-Epi-Gene-Geno
92,2213,Gene-Epi-Gene-Geno
93,2214,Gene-Epi-Gene-Geno
94,2215,Gene-Epi-Gene-Geno
95,2216,Gene-Epi-Gene-Geno
96,2217,Gene-Epi-Gene-Geno
97,2218,Gene-Epi-Gene-Geno
98,2219,Gene-Epi-Gene-Geno
99,2220,Gene-Epi-Gene-Geno
100,2221,Gene-Epi-Gene-Geno
101,2222,Gene-Epi-Gene-Geno
102,2223,Gene-Epi-Gene-Geno
103,2224,Gene-Epi-Gene-Geno
104,2225,Gene-Epi-Gene-Geno
105,2226,Gene-Epi-Gene-Geno
106,2227,Gene-Epi-Gene-Geno
107,2228,Gene-Epi-Gene-Geno
108,2229,Gene-Epi-Gene-Geno
109,2230,Gene-Epi-Gene-Geno
110,2231,Gene-Epi-Gene-Geno
111,2232,Gene-Epi-Gene-Geno
112,2233,Gene-Epi-Gene-Geno
113,2234,Gene-Epi-Gene-Geno
114,2235,Gene-Epi-Gene-Geno
115,2236,Gene-Epi-Gene-Geno
116,2237,Gene-Epi-Gene-Geno
117,2238,Gene-Epi-Gene-Geno
118,2239,Gene-Epi-Gene-Geno
119,2240,Gene-Epi-Gene-Geno
120,2241,Gene-Epi-Gene-Geno
121,2242,Gene-Epi-Gene-Geno
122,2243,Gene-Epi-Gene-Geno
123,2244,Gene-Epi-Gene-Geno
124,2245,Gene-Epi-Gene-Geno
125,2246,Gene-Epi-Gene-Geno
126,2247,Gene-Epi-Gene-Geno
127,2248,Gene-Epi-Gene-Geno
128,2249,Gene-Epi-Gene-Geno
129,2250,Gene-Epi-Gene-Geno
130,2251,Gene-Epi-Gene-Geno
131,2252,Gene-Epi-Gene-Geno
132,2253,Gene-Epi-Gene-Geno
133,2254,Gene-Epi-Gene-Geno
134,2255,Gene-Epi-Gene-Geno
135,2256,Gene-Epi-Gene-Geno
136,2257,Gene-Epi-Gene-Geno
137,2258,Gene-Epi-Gene-Geno
138,2259,Gene-Epi-Gene-Geno
139,2260,Gene-Epi-Gene-Geno
140,2261,Gene-Epi-Gene-Geno
141,2262,Gene-Epi-Gene-Geno
142,2263,Gene-Epi-Gene-Geno
143,2264,Gene-Epi-Gene-Geno
144,2265,Gene-Epi-Gene-Geno
145,2266,Gene-Epi-Gene-Geno
146,2267,Gene-Epi-Gene-Geno
147,2268,Gene-Epi-Gene-Geno
148,2269,Gene-Epi-Gene-Geno
149,2270,Gene-Epi-Gene-Geno
150,2271,Gene-Epi-Gene-Geno
151,2272,Gene-Epi-Gene-Geno
152,2273,Gene-Epi-Gene-Geno
153,2274,Gene-Epi-Gene-Geno
154,2275,Gene-Epi-Gene-Geno
155,2276,Gene-Epi-Gene-Geno
156,2277,Gene-Epi-Gene-Geno
157,2278,Gene-Epi-Gene-Geno
158,2279,Gene-Epi-Gene-Geno
159,2280,Gene-Epi-Gene-Geno
160,2281,Gene-Epi-Gene-Geno
161,2282,Gene-Epi-Gene-Geno
162,2283,Gene-Epi-Gene-Geno
163,2284,Gene-Epi-Gene-Geno
164,2285,Gene-Epi-Gene-Geno
165,2286,Gene-Epi-Gene-Geno
166,2287,Gene-Epi-Gene-Geno
167,2288,Gene-Epi-Gene-Geno
